en,cn,count,r18
upshorts,短裤,967,0
honey,蜂蜜,966,0
low tied hair,低绑头发,966,0
pixiv,pixiv,966,0
shell bikini,贝壳比基尼,966,0
blue armor,蓝色盔甲,965,0
hayasui (kancolle),早水 (kancolle),965,0
keizoku military uniform,keizoku 军服,965,0
patterned,有图案的,965,0
tanzaku,诗笺,965,0
tharja (fire emblem),tharja（火徽）,965,0
pink pantyhose,粉色连裤袜,964,0
shiina yuika,椎名由香,964,0
chocolate on breasts,胸部上的巧克力,963,1
clog sandals,木屐凉鞋,963,0
cure sunshine,治愈阳光,963,0
grey sleeves,灰色袖子,963,0
heart-shaped lock,心形锁,963,0
knees apart feet together,双膝并拢,963,0
low neckline,低领口,963,0
pom pom hair ornament,绒球发饰,963,0
salaryman,工薪族,963,0
slaine troyard,slaine troyard,963,0
tsukuyomi shirabe,月读白部,963,0
wall of text,文字墙,963,0
watatsuki no toyohime,绵月之丰姬,963,0
yukito (dreamrider),雪人（追梦人）963,963,0
dumbbell,哑铃,962,0
fubuki kai ni (kancolle),fubuki kai ni (kancolle),962,0
hoshizuki (seigetsu),星月 (seigetsu),962,0
toilet use,厕所使用,962,0
weight conscious,体重意识,962,0
butterfly net,蝴蝶网,961,0
minamoto no raikou (swimsuit lancer) (fate),Minamoto no raikou (泳装枪手) (fate),961,0
yanfei (genshin impact),燕飞（原神）,961,0
ashford academy uniform,阿什福德学院制服,960,0
buruma pull,拉日式短裤,960,0
climbing,攀登,960,0
coffin,棺材,960,0
drawing sword,拔剑,960,0
hoshimiya ichigo,星宫一护,960,0
leona heidern,莱昂娜·海德恩,960,0
liquid hair,液体头发,960,0
lpip,lpip,960,0
pharah (overwatch),法拉（守望先锋）,960,0
saunders military uniform,桑德斯军装,960,0
by Mead Schaeffer,Mead Schaeffer公司,960,0
by Filip Hodas,菲利普·霍达斯,960,0
by Georg Jensen,喬治傑生,960,0
by Howard Chandler Christy,霍华德钱德勒克里斯蒂,960,0
by Carel Willink,Carel Willink公司,960,0
back-print panties,背面印花内裤,959,1
consensual tentacles,双方同意的触角,959,1
lucas (pokemon),卢卡斯（口袋妖怪）,959,0
mouth pull,拉嘴巴,959,0
sailor mars,水手火星,959,0
swim cap,泳帽,959,0
bird mask,鸟面具,958,0
eyewear strap,眼镜带,958,0
karna (fate),卡纳（命运）,958,0
anchor print,锚印,957,0
c:,C：,957,0
karakai jouzu no takagi-san,karakai jouzu no takagi-san,957,0
odin sphere,奥丁球,957,0
tokimeki memorial,tokimeki 纪念馆,957,0
torn swimsuit,撕裂的泳衣,957,0
zara (kancolle),扎拉 (kancolle),957,0
konohagakure symbol,konohagakure 符号,956,0
reindeer,驯鹿,956,0
split ponytail,分裂马尾辫,956,0
xuangzang sanzang (fate),玄奘三藏（命运）,956,0
yuuki yuuna wa yuusha de aru,yuuki yuuna wa yuusha de aru,956,0
hanetsuki,羽月,955,0
nowaki (kancolle),nowaki (kancolle),955,0
onbashira,御柱,955,0
uncommon stimulation,不寻常的刺激,955,0
b-ginga,b-银杏,954,0
black leggings,黑色紧身裤,954,0
luigi,路易吉,954,0
spreader bar,吊具,954,0
tamaki iroha,玉木叶羽,954,0
fukuzawa yumi,福泽由美,953,0
mechanical ears,机械耳朵,953,0
pennant,三角旗帜,953,0
screwdriver,螺丝刀,953,0
hawks (boku no hero academia),老鹰队（boku no hero 学术界）,952,0
mahou shoujo ikusei keikaku,魔法少女 ikusei keikaku,952,0
nakamura yuri,中村百合,952,0
uryuu ryuunosuke,uryuu 龙之介,952,0
birthmark,胎记,951,0
champagne,香槟酒,951,0
looking at breasts,看着胸部,951,1
waero,瓦罗,951,0
cooler,冷却器,950,0
cure beauty,治愈美丽,950,0
kitchen knife,菜刀,950,0
rita rossweisse,丽塔罗斯魏斯,950,0
steering wheel,方向盘,950,0
violet evergarden (series),紫罗兰永恒花园（系列）,950,0
washing,洗涤,950,0
by Alejandro Burdisio,亚历杭德罗·布尔迪西奥,950,0
carpaccio (girls und panzer),生牛肉片（女孩和装甲）,949,0
gradient clothes,渐变衣服,949,0
haru urara (umamusume),haru urara (umamusume),949,0
jimiko,土味女孩,949,0
legs folded,双腿折叠,949,0
spoken object,口语对象,949,0
ass support,屁股支持,948,1
button eyes,纽扣眼,948,0
castlevania,恶魔城,948,0
nata (tool),娜塔（工具）,948,0
cait aron,凯特亚伦,947,0
cum on pussy,射在外阴上,947,1
green sleeves,绿袖,947,0
light censor,光检测器,947,0
mikeou,米欧,947,0
oribe yasuna,织部安菜,947,0
title parody,标题模仿,947,0
pinching sleeves,捏袖,946,0
anal hair,肛毛,945,1
fish print,鱼印,945,0
tearing clothes,撕裂衣服,945,0
collared coat,有领大衣,944,0
hoshino (blue archive),星野（蓝色档案）,944,0
k/da (league of legends),k/da（英雄联盟）,944,0
master sword,大师剑,944,0
beans,豆子,943,0
blade & soul,刀锋与灵魂,943,0
bow choker,蝴蝶结项链,943,0
dice hair ornament,骰子头饰,942,0
don't say \lazy\,不要说\懒惰\,942,0
holding balloon,拿着气球,942,0
medb (fate),medb（命运）,942,0
oyari ashito,oyari ashito,942,0
shihouin yoruichi,士芳院yoruichi,942,0
irida (pokemon),irida (口袋妖怪),941,0
tennis ball,网球,941,0
weighing scale,体重秤,941,0
ashido mina,芦户美奈,940,0
drum set,鼓组,940,0
eu03,欧盟03,940,0
phallic symbol,阴茎符号,940,1
uchuu senkan yamato,宇中战舰大和号,940,0
yukie (kusaka shi),yukie (kusaka shi),940,0
by Edwin Deakin,埃德温·迪金,940,0
by Dan Mumford,丹·芒福德,940,0
by Sandy Skoglund,桑迪·斯科格兰,940,0
by William Hogarth,威廉·霍加斯,940,0
by Maria Kreyn,玛丽亚·克莱恩,940,0
alternate language,替代语言,939,0
fume,烟,939,0
hizaka,比坂,939,0
stitched face,缝合面,939,0
america (hetalia),美国（黑塔利亚）,938,0
morning glory,牵牛花,938,0
aria company uniform,咏叹调公司制服,937,0
eve (elsword),夏娃（艾斯之剑）,937,0
hakui koyori,白井小依,937,0
joutouguu mayumi,joutouguu mayumi,937,0
picnic,野餐,937,0
pouty lips,噘嘴,937,0
sabrina (pokemon),萨布丽娜（宠物小精灵）,937,0
sky-freedom,天空自由,937,0
borrowed design,借用设计,936,0
caenis (fate),caenis (命运),936,0
reines el-melloi archisorte,reines el-melloi archisorte,936,0
azura (fire emblem),azura（火徽）,935,0
bede (pokemon),床（宠物小精灵）,935,0
galaxy expedition team survey corps uniform,银河远征队调查团制服,935,0
ginkgo leaf,银杏叶,935,0
haro,哈罗,935,0
rachel alucard,雷切尔·阿尔卡德,935,0
bow legwear,蝴蝶结裤袜,934,0
clothes,衣服,934,0
detexted,去文字版,934,0
kyouka (princess connect!),kyouka（公主连接！）,934,0
orange fur,橙色毛皮,934,0
ama mitsuki,天三月,933,0
angora rabbit,安哥拉兔,933,0
glowing wings,发光的翅膀,933,0
medjed (fate),medjed（命运）,933,0
pink wings,粉红色的翅膀,933,0
princess daisy,雏菊公主,933,0
sword behind back,剑在背后,933,0
tomoe hotaru,知重萤,933,0
wakizashi,胁差,933,0
cutting board,砧板,932,0
doily,桌巾,932,0
back focus,后焦,931,0
guitar case,吉他盒,931,0
suzuhara lulu,铃原露露,931,0
cure blossom,治愈开花,930,0
holding legs,抱腿,930,0
thai text,泰文,930,0
torn leotard,撕裂紧身衣,930,0
yuuka (blue archive),yuuka（蓝色档案）,930,0
by Dean Cornwell,迪恩·康沃尔,930,0
by Aubrey Beardsley,奥布里·比尔兹利,930,0
arrow through heart,箭穿心,929,0
chi-chi (dragon ball),七七（七龙珠）,929,0
kuavera,夸维拉,929,0
newtype,新型,929,0
pill earrings,药丸耳环,929,0
puppet strings,木偶弦,929,0
yuuki mikan,结城蜜柑,929,0
aquarion (series),水族馆（系列）,928,0
gurande (g-size),gurande (g-size),928,0
ange katrina,安吉卡特里娜飓风,927,0
colonel aki,阿基上校,927,0
dropping,从手中滑落,927,0
hairjob,用头发进行性行为,927,1
hand on forehead,手放在额头上,927,0
johnston (kancolle),约翰斯顿 (kancolle),927,0
katou asuka,加藤飞鸟,927,0
mask around neck,脖子上的面具,927,0
strawberry hair ornament,草莓发饰,927,0
umbreon,月亮伊布,927,0
wrinkled skin,皱纹的皮肤,927,0
yoshio (55level),yoshio (55级),927,0
bus,公交车,926,0
combat boots,战斗靴,926,0
cyndaquil,火球鼠,926,0
greyscale with colored background,带彩色背景的灰度,926,0
kashino (azur lane),kashino（碧蓝航线）,926,0
loungewear,家居服,926,0
mochizuki (kancolle),mochizuki (kancolle),926,0
pearl bracelet,珍珠手链,926,0
subaru nakajima,中岛斯巴鲁,926,0
user interface,用户界面,926,0
ban! (bansankan),禁止！ （番三观）,925,0
hand to head,手对头,925,0
squidbeak splatoon,squidbeak splatoon,925,0
blue tongue,蓝舌,924,0
katou megumi,加藤惠,924,0
shironeko project,白猫项目,924,0
survey corps (emblem),调查队（徽章）,924,0
tricorne,三角帽檐的帽子,924,0
lighter,打火机,923,0
shichimenchou,石池门筹,923,0
mole above mouth,嘴上的痣,922,0
pink hakama,粉色裤裙,922,0
brown bowtie,棕色领结,921,0
cum in clothes,射在衣服,921,1
eroe,爱罗,921,0
eyebrow cut,眉毛剪,921,0
miyamizu mitsuha,宫水光叶,921,0
angel (kof),天使 (kof),920,0
bicorne,双角帽/拿破仑帽,920,0
key visual,关键视觉,920,0
rex (xenoblade),雷克斯（异形之刃）,920,0
by Bastien Lecouffe-Deharme,Bastien Lecouffe Deharme,920,0
by Jean Metzinger,让·梅桑热,920,0
by William Wegman,威廉·韦格曼,920,0
by Clara Peeters,克拉拉·皮特斯,920,0
by Paul Gustav Fischer,保罗·古斯塔夫·菲舍尔,920,0
asteroid ill,小行星生病了,919,0
breastfeeding,哺乳,919,0
hisakawa hayate,久川疾风,919,0
iris (pokemon),虹膜（口袋妖怪）,919,0
jumpy dumpty,跳动的矮胖子,919,0
millia rage,毫亚愤怒,919,0
tsunade (naruto),纲手（火影忍者）,919,0
dark green hair,墨绿色头发,918,0
detective,侦探,918,0
forked tongue,分叉的舌头,918,0
inuyama aoi,犬山葵,918,0
lossy-lossless,无损化转码,918,0
orange-tinted eyewear,橙色眼镜,918,0
scathach (swimsuit assassin) (fate),scathach（泳装刺客）（命运）,918,0
candy wrapper,糖果包装纸,917,0
comforting,安慰,917,0
decepticon,霸天虎,917,0
grocery bag,购物袋,917,0
healin' good precure,治愈良好的预治疗,917,0
sanageyama uzu,sanageyama uzu,917,0
arjuna (fate),阿朱那（命运）,916,0
eiri (eirri),爱里 (eirri),916,0
seo tatsuya,徐达也,916,0
striped horns,条纹喇叭,916,0
sylveon,仙子伊布,916,0
brown bodysuit,棕色紧身连衣裤,915,0
cum on feet,射在脚上,914,1
estellise sidos heurassein,estellise sidos heurassein,914,0
licking another's face,舔别人的脸,914,0
no lineart,没有线稿,914,0
spit take,吐口水,914,0
telescope,望远镜,914,0
bored,无聊的,913,0
egg hair ornament,蛋发饰,913,0
erect clitoris,勃起的阴蒂,913,1
erect nipples,挺立的乳头,913,1
erect nipples under clothes,衣服下乳头突起,913,1
imminent anal,即将肛门,913,1
oohashi high school uniform,大桥高中制服,913,0
party popper,派对波普尔,913,0
pilot,飞行员,913,0
poke ball theme,精灵球主题,913,0
cheek press,脸颊按压,912,0
fishnet gloves,渔网手套,912,0
horikawa kunihiro,堀川国弘,912,0
fake cover,假封面,911,0
fate/strange fake,命运/奇怪的假货,911,0
kars (jojo),卡尔斯 (jojo),911,0
kos-mos,科斯莫斯,911,0
purple fire,紫火,911,0
sharp toenails,尖锐的脚趾甲,911,0
training bra,训练文胸,911,0
winry rockbell,温瑞罗克贝尔,911,0
yuzuki choco,柚木巧克力,911,0
dusk (arknights),黄昏（方舟）,910,0
heart button,心形按钮,910,0
hokuto no ken,北斗之剑,910,0
round image,圆形图像,910,0
summer festival,夏日祭,910,0
tooth necklace,牙项链,910,0
by Jeff Legg,杰夫·莱格,910,0
by Ross Tran,罗斯·特兰,910,0
by Koson Ohara,科森·奥哈拉,910,0
by Sandra Chevrier,桑德拉·切维耶,910,0
by Abraham Pether,亚伯拉罕·佩瑟,910,0
assassin's creed (series),刺客信条（系列）,909,0
camouflage jacket,迷彩夹克,909,0
fishnet top,渔网上衣,909,0
head down,低头,909,0
headless,无头的,909,0
hisakawa nagi,久川凪,909,0
kazanari tsubasa,风成翼,909,0
radiation symbol,辐射符号,909,0
tonee,调音,909,0
tsurumaki maki,鹤卷卷,909,0
vore,丸吞,909,0
brown socks,棕色袜子,908,0
fkey,fkey,908,0
snack,小吃,908,0
prehensile tail,可抓握的尾巴,907,0
soda,苏打,907,0
inui toko,犬井东光,906,0
messenger bag,邮差包,906,0
outstretched leg,伸出的腿,906,0
denim jacket,牛仔夹克,905,0
smokestack hair ornament,烟囱发饰,905,0
cis (carcharias),顺式 (carcharias),904,0
clapping,鼓掌,904,0
kamikita komari,神北小麻里,904,0
kaneki ken,金木研,904,0
liz to aoi tori,丽兹到葵花鸟,904,0
lute (instrument),琵琶（乐器）,904,0
plaid jacket,格子外套,904,0
shuujin academy uniform,修金学院制服,904,0
after rape,强奸后,903,1
blue sclera,蓝色巩膜,903,0
cross print,交叉打印,903,0
kongou kai ni (kancolle),kongou kai ni (kancolle),903,0
tada riina,多田 riina,903,0
tepig,暖暖猪,903,0
tonfa,拐（武器）,903,0
basketball uniform,篮球服,902,0
glaceon,冰伊布,902,0
mirai nikki,未来尼基,902,0
yarn,毛线,902,0
grey neckerchief,灰色围巾,901,0
ice skates,溜冰鞋,901,0
shoulder strap,肩带,901,0
sorceress (dragon's crown),女术士（龙冠）,901,0
tantou,短武士刀,901,0
awa,阿瓦,900,0
campfire,营火,900,0
choufu shimin,调夫世民,900,0
guided breast grab,引导式胸部抓取器,900,1
holding jacket,夹克,900,0
hospital bed,病床,900,0
jokanhiyou,上载海友,900,0
kishinami hakuno (female),岸波白野（女）,900,0
noh mask,能剧面具,900,0
paw print background,爪印背景,900,0
roma (kancolle),罗马 (kancolle),900,0
by Jamie Hawkesworth,杰米·霍克斯沃斯,900,0
by Odilon Redon,Odilon Redon公司,900,0
3others,3个人,899,0
komaki manaka,小牧真中,899,0
sakiyamama,崎山间,899,0
upshirt,上衣,899,0
vertical-striped pantyhose,竖条纹连裤袜,899,0
mechanical hands,机械手,898,0
niichi (komorebi-palette),niichi (komorebi-调色板),898,0
nursery rhyme (fate),童谣（命运）,898,0
player 2,玩家 2,898,0
popplio,球球海狮,898,0
st. gloriana's (emblem),英石。格洛莉安娜的（标志）,898,0
the legend of zelda: a link between worlds,塞尔达传说：世界之间的纽带,898,0
maruki (punchiki),丸木 (punchiki),897,0
motorcycle helmet,摩托车头盔,897,0
nintendo ds,任天堂 ds,897,0
rocket,火箭,897,0
hair flip,头发翻转,896,0
kaijuu,怪兽,896,0
panzerkampfwagen iv,panzerkampfwagen iv,896,0
wetsuit,潜水服,896,0
cure black,治愈黑色,895,0
holding baseball bat,拿着棒球棒,895,0
mauve,紫红色,895,0
prinz eugen (unfading smile) (azur lane),欧根亲王（不褪色的微笑）（碧蓝航线）,895,0
thermometer,温度计,895,0
asa no ha (pattern),asa no ha (模式),894,0
charmander,小火龙,894,0
kitashirakawa tamako,北白川玉子,894,0
love live! school idol festival all stars,爱生活！学园偶像祭全明星894,894,0
poster (medium),海报（中）,894,0
yellow apron,黄色围裙,894,0
fantia reward,幻想奖励,893,0
hooded robe,连帽长袍,893,0
horse penis,马阴茎,893,1
sensei (blue archive),老师（蓝色档案）,892,0
soul worker,灵魂工作者,892,0
tokino sora,时空空,892,0
blue cloak,蓝色斗篷,891,0
elira pendora,埃拉潘多拉,891,0
extra mouth,额外的嘴巴,891,0
katsuragi misato,葛城美里,891,0
omelet,煎蛋卷,891,0
stealth sex,隐形性爱,891,1
akkijin,阿奇金,890,0
diaper,尿布,890,0
getsuyoubi no tawawa,getsuyoubi no tawawa,890,0
kashiwamochi yomogi,柏饼吉木,890,0
king hassan (fate),哈桑国王（命运）,890,0
kotonoha akane,琴叶茜,890,0
by Iwan Baan,巴恩,890,0
by Giuseppe de Nittis,尼蒂斯,890,0
by Craig Mullins,克雷格·穆林斯,890,0
by Emilia Wilk,艾米丽娅·威尔克,890,0
by Skottie Young,斯科蒂·杨,890,0
abigail williams (traveling outfit) (fate),阿比盖尔威廉姆斯（旅行装）（命运）,889,0
catstudioinc (punepuni),猫工作室 (punepuni),889,0
clarisse (granblue fantasy),克拉丽丝（碧蓝幻想）,889,0
hot dog,热狗,889,0
torn gloves,撕裂的手套,889,0
multiple braids,多条辫子,888,0
necktie grab,领带抓斗,888,0
pointy footwear,尖头鞋,888,0
star of david,大卫之星,888,0
canvas (object),画布（对象）,887,0
grey nails,灰指甲,887,0
kureiji ollie,kureiji ollie,887,0
multiple straps,多条肩带,887,0
pink socks,粉色袜子,887,0
arisu (blue archive),arisu (蓝色档案),886,0
asaya minoru,小朝夜,886,0
belly grab,腹部抓斗,886,0
chan co,陈co,886,0
majo no tabitabi,majo no tabitabi,886,0
marth (fire emblem),马尔斯（火徽）,886,0
taimanin asagi,taimanin asagi,886,0
tokyo ghoul:re,东京食尸鬼：re,886,0
vodka (umamusume),伏特加（umamusume）,886,0
chongyun (genshin impact),冲云（原神）,885,0
ib (ib),国际文凭 (ib),885,0
mizunashi akari,水无明里,885,0
otokuyou,八百八十五,885,0
akali,阿卡丽,884,0
ryoji (nomura ryouji),良司（野村良司）,884,0
under kotatsu,在被炉下,884,0
6+others,6个以上的人,883,0
cocktail,鸡尾酒,883,0
ferry (granblue fantasy),渡轮（碧蓝幻想）,883,0
grey belt,灰带,883,0
kooh,酷儿(魔法飞球),883,0
pearl (splatoon),珍珠（喷射）,883,0
rokuwata tomoe,六渡友惠,883,0
sakimichan,sakimichan,883,0
sand sculpture,沙雕,883,0
7010,7010,882,0
crocodilian tail,鳄鱼尾巴,882,0
dragalia lost,德拉加利亚失去了,882,0
fushigi no umi no nadia,fushigi no umi no nadia,882,0
rabbit yukine,兔雪音,882,0
single horizontal stripe,单横条,882,0
ushiromiya maria,饭宫玛丽亚,882,0
walkie-talkie,对讲机,882,0
yin yang orb,阴阳宝珠,882,0
covering one eye,遮住一只眼睛,881,0
cure march,治愈三月,881,0
frisk (undertale),搜身 (undertale),881,0
glowing horns,发光的喇叭,881,0
maoyuu maou yuusha,猫游猫游侠,881,0
mitake ran,御岳跑,881,0
rectangular mouth,长方形嘴,881,0
torn pantyhose,撕裂的连裤袜,881,0
troll face,巨魔脸,881,0
violet evergarden,紫罗兰永恒花园,881,0
yellow leotard,黄色紧身衣,881,0
good end,好结局,880,0
kazama iroha,风间色叶,880,0
rosaria (genshin impact),rosaria（原神影响）,880,0
suzukaze aoba,铃风青叶880,880,0
yuri plisetsky,尤里普利塞茨基,880,0
by Francis Picabia,弗朗西斯·毕卡比亚,880,0
by Émile Bernard,埃米尔·伯纳德,880,0
by Anne Packard,安妮·帕卡德,880,0
applying makeup,化妆,879,0
goma (yoku yatta hou jane),goma (yoku yatta hou jane),879,0
kazagumo (kancolle),风云 (kancolle),879,0
lasterk,拉斯特克,879,0
niconico,尼科尼科,879,0
pentagon (railgun ky1206),五角大楼（轨道炮 ky1206）,879,0
takagi-san,擅长捉弄的高木同学,879,0
elezen,元素,878,0
frog print,青蛙印花,878,0
xingqiu (genshin impact),星丘（原神）,878,0
broken weapon,破损的武器,877,0
brown cloak,棕色斗篷,877,0
king (chess),国王（国际象棋）,877,0
nanachi (made in abyss),nanachi（深渊制造）,877,0
reze (chainsaw man),reze（电锯人）,877,0
war,战争,877,0
berry,浆果,876,0
in cup,在杯子里,876,0
piromizu,piromizu,876,0
bc freedom military uniform,公元前自由军装,875,0
choujigen game neptune,choujigen 游戏海王星,875,0
corn,玉米,875,0
crayon,蜡笔,875,0
final fantasy vii advent children,最终幻想 7 降临之子,875,0
snake hair,蛇毛,875,0
albedo (overlord),反照率（霸主）,874,0
embodiment of scarlet devil,猩红恶魔的化身,874,0
mahou tsukai no yoru,魔法使之夜 874,874,0
naked overalls,裸工作服,874,1
red apron,红色围裙,874,0
tsukumo yatsuhashi,八桥津久茂,874,0
asian,亚洲人,873,0
breast focus,胸部焦点,873,1
cowboy boots,牛仔靴,873,0
cure happy,治愈快乐,873,0
kugisaki nobara,栉崎野原,873,0
loose bowtie,宽松的领结,873,0
reiner braun,莱纳布劳恩,873,0
aikatsu stars!,合肥明星！,872,0
annin musou,安宁无双,872,0
disney,迪士尼,872,0
tools,工具,872,0
uchi no hime-sama ga ichiban kawaii,uchi no hime-sama ga ichiban kawaii,872,0
furigana,假名,871,0
holding stylus,手持触控笔,871,0
odawara hakone,小田原箱根,871,0
sora (kingdom hearts),sora (王国之心),871,0
telstar,电视之星（足球）,871,0
voice actor,配音演员,871,0
yanyo (ogino atsuki),yanyo (ogino atsuki),871,0
yoroizuka mizore,铠冢霙(京吹),871,0
arisugawa natsuha,有须川夏叶,870,0
nilou (genshin impact),nilou（原神）,870,0
